index,voxRowNum,Structure-ID,X,Y,Z,Cluster_4,Cluster_6,Cluster_8,Cluster_13,Actb-74881516
58,59617,852,54,28,21,1,5,1,9,0.13962771
59,59623,852,60,28,21,2,4,7,7,0.16876595
60,59624,852,61,28,21,0,4,4,4,0.16233538
61,59625,852,62,28,21,2,4,7,4,0.16822377
62,59627,1098,64,28,21,0,0,4,10,0.15999924
63,59684,852,54,29,21,1,5,6,9,0.14206584
64,59685,852,55,29,21,0,0,0,10,0.15746523
65,59686,852,56,29,21,1,5,6,6,0.14762208
66,59687,852,57,29,21,0,0,0,0,0.15489285
67,59688,852,58,29,21,2,4,7,7,0.17448431
68,59689,852,59,29,21,2,2,2,11,0.18861279
69,59690,852,60,29,21,2,2,2,2,0.1795017
70,59691,136,61,29,21,2,4,7,7,0.17184944
71,59692,136,62,29,21,2,4,7,7,0.17109041
72,59693,1098,63,29,21,0,4,4,4,0.16465947
73,59694,1098,64,29,21,0,0,0,0,0.15479058
74,59750,136,53,30,21,1,5,6,9,0.1423686
75,59751,852,54,30,21,1,5,6,9,0.14341581
76,59752,852,55,30,21,0,4,4,4,0.1671142
77,59753,852,56,30,21,0,0,0,10,0.15748125
78,59754,852,57,30,21,2,4,7,7,0.17157654
79,59755,852,58,30,21,2,2,2,2,0.18352996
80,59756,136,59,30,21,2,2,2,2,0.18248117
81,59757,136,60,30,21,2,4,7,7,0.17358923
82,59758,136,61,30,21,0,4,4,4,0.16470808
83,59759,136,62,30,21,0,4,4,4,0.16247259
84,59760,1098,63,30,21,0,0,0,10,0.15712287
85,59761,136,64,30,21,0,0,0,0,0.15460275
86,59762,1098,65,30,21,0,4,4,4,0.1640813
87,59817,136,53,31,21,3,1,5,12,0.12958011
88,59818,852,54,31,21,1,5,6,9,0.14378038
89,59819,852,55,31,21,0,4,4,4,0.16551816
90,59820,852,56,31,21,0,4,4,10,0.16165622
91,59821,852,57,31,21,2,4,7,7,0.17095499
92,59822,136,58,31,21,2,2,7,7,0.17560786
93,59823,136,59,31,21,2,4,7,7,0.17143
94,59824,136,60,31,21,0,0,4,10,0.1595723
95,59825,136,61,31,21,0,0,0,10,0.15664087
96,59826,136,62,31,21,0,0,4,10,0.15925847
97,59827,136,63,31,21,0,0,0,10,0.15777722
98,59884,661,53,32,21,3,1,5,12,0.12898614
99,59885,661,54,32,21,1,5,6,6,0.14557584
100,59886,661,55,32,21,1,0,0,6,0.14924419
101,59887,136,56,32,21,0,0,0,0,0.15540156
102,59888,852,57,32,21,0,4,4,4,0.16735952
103,59889,852,58,32,21,2,4,7,4,0.16819055
104,59890,136,59,32,21,2,4,7,7,0.1702478
105,59893,136,62,32,21,0,4,4,4,0.16520467
106,59894,136,63,32,21,0,4,4,4,0.16523728
107,59895,136,64,32,21,0,0,0,0,0.15037693
108,59951,661,53,33,21,1,5,6,9,0.14164503
109,59952,661,54,33,21,0,0,0,0,0.15321076
110,59953,661,55,33,21,1,5,6,6,0.14868802
111,59954,661,56,33,21,1,5,6,9,0.14395234
112,59956,136,58,33,21,0,0,4,10,0.1586724
113,59959,978,61,33,21,2,4,7,4,0.16794942
114,59961,136,63,33,21,2,4,7,7,0.17455111
115,59962,136,64,33,21,3,1,5,5,0.118906416
116,60018,661,53,34,21,1,5,6,9,0.14057831
117,60019,661,54,34,21,0,0,0,10,0.1573562
118,60020,661,55,34,21,0,4,4,4,0.16230266
119,60021,661,56,34,21,1,5,1,1,0.13832685
120,60022,978,57,34,21,0,0,0,0,0.15298244
121,60023,136,58,34,21,1,5,6,6,0.14608586
122,60026,978,61,34,21,0,4,4,10,0.16160628
123,60028,136,63,34,21,0,0,0,0,0.15516727
124,60029,1107,64,34,21,3,3,3,8,0.066610895
125,60086,661,54,35,21,0,0,0,0,0.1509391
